Random Seed:  999
/mnt/mscteach_home/s1890135/EvolPokeGAN/experiments/experiment_results/PokeGAN_experiment /mnt/mscteach_home/s1890135/EvolPokeGAN/experiments/experiment_results/PokeGAN_experiment/result_loss /mnt/mscteach_home/s1890135/EvolPokeGAN/experiments/experiment_results/PokeGAN_experiment/saved_models /mnt/mscteach_home/s1890135/EvolPokeGAN/experiments/experiment_results/PokeGAN_experiment/outputs
Data loaded
Generator(
  (main): Sequential(
    (0): ConvTranspose2d(100, 512, kernel_size=(4, 4), stride=(1, 1), bias=False)
    (1): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace)
    (3): ConvTranspose2d(512, 256, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (4): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (5): ReLU(inplace)
    (6): ConvTranspose2d(256, 128, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (7): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (8): ReLU(inplace)
    (9): ConvTranspose2d(128, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (10): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (11): ReLU(inplace)
    (12): ConvTranspose2d(64, 3, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (13): Tanh()
  )
)
Discriminator(
  (main): Sequential(
    (0): Conv2d(3, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): LeakyReLU(negative_slope=0.2, inplace)
    (2): Conv2d(64, 128, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (4): LeakyReLU(negative_slope=0.2, inplace)
    (5): Conv2d(128, 256, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (6): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (7): LeakyReLU(negative_slope=0.2, inplace)
    (8): Conv2d(256, 512, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (9): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (10): LeakyReLU(negative_slope=0.2, inplace)
    (11): Conv2d(512, 1, kernel_size=(4, 4), stride=(1, 1), bias=False)
    (12): Sigmoid()
  )
)
Starting Training Loop...
[0/500][0/12]	Loss_D: 1.6147	Loss_G: 5.2526	D(x): 0.6052	D(G(z)): 0.5669 / 0.0074
[22/500][0/12]	Loss_D: 1.8773	Loss_G: 10.0700	D(x): 0.9906	D(G(z)): 0.8122 / 0.0002
[23/500][0/12]	Loss_D: 0.5984	Loss_G: 1.5822	D(x): 0.6155	D(G(z)): 0.0278 / 0.2524
[24/500][0/12]	Loss_D: 0.3736	Loss_G: 5.5344	D(x): 0.9510	D(G(z)): 0.2529 / 0.0064
[25/500][0/12]	Loss_D: 0.5115	Loss_G: 6.1559	D(x): 0.9515	D(G(z)): 0.3415 / 0.0033
[26/500][0/12]	Loss_D: 3.8293	Loss_G: 4.2427	D(x): 0.0541	D(G(z)): 0.0011 / 0.0512
[27/500][0/12]	Loss_D: 0.3200	Loss_G: 3.1593	D(x): 0.8337	D(G(z)): 0.1107 / 0.0563
[28/500][0/12]	Loss_D: 0.4907	Loss_G: 5.5202	D(x): 0.9106	D(G(z)): 0.2889 / 0.0071
[29/500][0/12]	Loss_D: 0.2243	Loss_G: 4.1675	D(x): 0.8940	D(G(z)): 0.0924 / 0.0237
[30/500][0/12]	Loss_D: 0.2412	Loss_G: 3.4216	D(x): 0.8552	D(G(z)): 0.0632 / 0.0422
[31/500][0/12]	Loss_D: 0.1585	Loss_G: 4.9847	D(x): 0.8992	D(G(z)): 0.0384 / 0.0109
[32/500][0/12]	Loss_D: 0.5525	Loss_G: 4.0286	D(x): 0.6428	D(G(z)): 0.0165 / 0.0474
[33/500][0/12]	Loss_D: 0.3975	Loss_G: 3.5845	D(x): 0.7089	D(G(z)): 0.0136 / 0.0461
[34/500][0/12]	Loss_D: 0.5254	Loss_G: 5.8456	D(x): 0.9528	D(G(z)): 0.3113 / 0.0059
[35/500][0/12]	Loss_D: 0.9706	Loss_G: 1.6679	D(x): 0.5309	D(G(z)): 0.0848 / 0.2944
[36/500][0/12]	Loss_D: 0.3316	Loss_G: 3.5302	D(x): 0.9468	D(G(z)): 0.2154 / 0.0494
[37/500][0/12]	Loss_D: 0.4240	Loss_G: 6.2051	D(x): 0.9606	D(G(z)): 0.2914 / 0.0032
[38/500][0/12]	Loss_D: 0.8116	Loss_G: 6.7270	D(x): 0.9773	D(G(z)): 0.4812 / 0.0033
[39/500][0/12]	Loss_D: 0.1617	Loss_G: 4.1872	D(x): 0.9297	D(G(z)): 0.0807 / 0.0211
[40/500][0/12]	Loss_D: 0.2463	Loss_G: 4.0455	D(x): 0.8897	D(G(z)): 0.1088 / 0.0269
[41/500][0/12]	Loss_D: 0.7118	Loss_G: 4.0699	D(x): 0.8711	D(G(z)): 0.3818 / 0.0268
[42/500][0/12]	Loss_D: 0.3073	Loss_G: 3.5754	D(x): 0.7673	D(G(z)): 0.0107 / 0.0531
[43/500][0/12]	Loss_D: 0.3641	Loss_G: 3.9481	D(x): 0.8779	D(G(z)): 0.1928 / 0.0286
[44/500][0/12]	Loss_D: 1.2150	Loss_G: 7.5747	D(x): 0.9835	D(G(z)): 0.6101 / 0.0012
[45/500][0/12]	Loss_D: 0.5488	Loss_G: 5.6494	D(x): 0.9426	D(G(z)): 0.3529 / 0.0080
[46/500][0/12]	Loss_D: 0.4221	Loss_G: 6.4480	D(x): 0.9513	D(G(z)): 0.2882 / 0.0023
[47/500][0/12]	Loss_D: 0.1351	Loss_G: 5.0968	D(x): 0.9190	D(G(z)): 0.0452 / 0.0114
[48/500][0/12]	Loss_D: 0.8408	Loss_G: 10.9038	D(x): 0.9837	D(G(z)): 0.5224 / 0.0000
[49/500][0/12]	Loss_D: 0.5525	Loss_G: 3.0399	D(x): 0.6686	D(G(z)): 0.1006 / 0.0839
[50/500][0/12]	Loss_D: 2.3852	Loss_G: 2.3256	D(x): 0.1384	D(G(z)): 0.0020 / 0.1465
[51/500][0/12]	Loss_D: 0.3937	Loss_G: 3.8679	D(x): 0.9833	D(G(z)): 0.2813 / 0.0328
[52/500][0/12]	Loss_D: 0.3303	Loss_G: 3.4590	D(x): 0.7949	D(G(z)): 0.0623 / 0.0469
[53/500][0/12]	Loss_D: 0.3211	Loss_G: 3.5066	D(x): 0.8598	D(G(z)): 0.1400 / 0.0423
[54/500][0/12]	Loss_D: 0.3020	Loss_G: 2.9905	D(x): 0.7961	D(G(z)): 0.0583 / 0.0737
[55/500][0/12]	Loss_D: 0.2599	Loss_G: 3.4702	D(x): 0.9261	D(G(z)): 0.1503 / 0.0448
[56/500][0/12]	Loss_D: 0.2968	Loss_G: 3.9970	D(x): 0.7972	D(G(z)): 0.0452 / 0.0380
[57/500][0/12]	Loss_D: 0.4452	Loss_G: 2.3371	D(x): 0.6786	D(G(z)): 0.0200 / 0.1349
[58/500][0/12]	Loss_D: 0.5177	Loss_G: 7.1453	D(x): 0.9834	D(G(z)): 0.3451 / 0.0042
[59/500][0/12]	Loss_D: 0.4350	Loss_G: 3.5404	D(x): 0.8035	D(G(z)): 0.1603 / 0.0424
[60/500][0/12]	Loss_D: 0.3373	Loss_G: 3.7154	D(x): 0.8892	D(G(z)): 0.1820 / 0.0315
[61/500][0/12]	Loss_D: 0.4523	Loss_G: 3.3843	D(x): 0.6764	D(G(z)): 0.0220 / 0.0541
[62/500][0/12]	Loss_D: 0.1797	Loss_G: 4.7710	D(x): 0.9216	D(G(z)): 0.0835 / 0.0136
[63/500][0/12]	Loss_D: 1.5231	Loss_G: 9.9172	D(x): 0.9948	D(G(z)): 0.7215 / 0.0004
[64/500][0/12]	Loss_D: 0.7846	Loss_G: 6.9183	D(x): 0.9729	D(G(z)): 0.4663 / 0.0017
[65/500][0/12]	Loss_D: 0.1883	Loss_G: 4.0228	D(x): 0.9319	D(G(z)): 0.1042 / 0.0250
[66/500][0/12]	Loss_D: 0.1835	Loss_G: 6.8929	D(x): 0.8793	D(G(z)): 0.0394 / 0.0046
[67/500][0/12]	Loss_D: 0.4067	Loss_G: 3.1724	D(x): 0.7948	D(G(z)): 0.1289 / 0.0598
[68/500][0/12]	Loss_D: 0.3114	Loss_G: 3.3452	D(x): 0.8189	D(G(z)): 0.0861 / 0.0491
[69/500][0/12]	Loss_D: 0.4420	Loss_G: 4.9585	D(x): 0.9247	D(G(z)): 0.2784 / 0.0108
[70/500][0/12]	Loss_D: 0.5740	Loss_G: 5.5986	D(x): 0.9211	D(G(z)): 0.3311 / 0.0069
[71/500][0/12]	Loss_D: 0.9603	Loss_G: 7.1685	D(x): 0.9901	D(G(z)): 0.5474 / 0.0012
[72/500][0/12]	Loss_D: 1.7571	Loss_G: 9.2063	D(x): 0.9890	D(G(z)): 0.7526 / 0.0003
[73/500][0/12]	Loss_D: 0.5583	Loss_G: 5.0924	D(x): 0.9543	D(G(z)): 0.3563 / 0.0095
[74/500][0/12]	Loss_D: 0.2852	Loss_G: 3.8863	D(x): 0.8741	D(G(z)): 0.1280 / 0.0295
[75/500][0/12]	Loss_D: 0.3826	Loss_G: 3.8327	D(x): 0.9316	D(G(z)): 0.2480 / 0.0297
[76/500][0/12]	Loss_D: 0.2276	Loss_G: 3.9444	D(x): 0.9086	D(G(z)): 0.1145 / 0.0258
[77/500][0/12]	Loss_D: 0.4053	Loss_G: 5.4522	D(x): 0.9487	D(G(z)): 0.2762 / 0.0066
[78/500][0/12]	Loss_D: 1.0176	Loss_G: 7.6795	D(x): 0.9848	D(G(z)): 0.5330 / 0.0011
[79/500][0/12]	Loss_D: 0.4792	Loss_G: 4.4785	D(x): 0.8132	D(G(z)): 0.1633 / 0.0181
[80/500][0/12]	Loss_D: 0.3496	Loss_G: 3.9977	D(x): 0.9191	D(G(z)): 0.2068 / 0.0285
[81/500][0/12]	Loss_D: 0.2833	Loss_G: 3.2562	D(x): 0.8628	D(G(z)): 0.1148 / 0.0534
[82/500][0/12]	Loss_D: 0.5275	Loss_G: 2.6125	D(x): 0.6356	D(G(z)): 0.0165 / 0.1295
[83/500][0/12]	Loss_D: 0.5043	Loss_G: 5.8626	D(x): 0.9634	D(G(z)): 0.3318 / 0.0049
[84/500][0/12]	Loss_D: 0.2138	Loss_G: 4.2678	D(x): 0.8913	D(G(z)): 0.0858 / 0.0229
[85/500][0/12]	Loss_D: 1.1251	Loss_G: 7.3121	D(x): 0.8810	D(G(z)): 0.5152 / 0.0021
[86/500][0/12]	Loss_D: 0.3062	Loss_G: 3.8583	D(x): 0.8658	D(G(z)): 0.1283 / 0.0303
[87/500][0/12]	Loss_D: 0.4046	Loss_G: 3.0222	D(x): 0.8384	D(G(z)): 0.1413 / 0.0717
[88/500][0/12]	Loss_D: 0.2444	Loss_G: 4.0750	D(x): 0.8890	D(G(z)): 0.1057 / 0.0299
[89/500][0/12]	Loss_D: 0.3050	Loss_G: 3.2133	D(x): 0.8427	D(G(z)): 0.1081 / 0.0567
[90/500][0/12]	Loss_D: 0.2743	Loss_G: 4.1181	D(x): 0.9561	D(G(z)): 0.1916 / 0.0224
[91/500][0/12]	Loss_D: 0.1997	Loss_G: 4.3952	D(x): 0.8867	D(G(z)): 0.0670 / 0.0260
[92/500][0/12]	Loss_D: 0.8416	Loss_G: 6.7992	D(x): 0.9867	D(G(z)): 0.4794 / 0.0020
[93/500][0/12]	Loss_D: 0.2954	Loss_G: 4.3843	D(x): 0.9328	D(G(z)): 0.1781 / 0.0188
[94/500][0/12]	Loss_D: 0.2768	Loss_G: 4.5413	D(x): 0.9285	D(G(z)): 0.1663 / 0.0164
[95/500][0/12]	Loss_D: 0.2331	Loss_G: 3.4772	D(x): 0.9279	D(G(z)): 0.1261 / 0.0525
[96/500][0/12]	Loss_D: 0.3656	Loss_G: 5.1466	D(x): 0.9382	D(G(z)): 0.2355 / 0.0089
[97/500][0/12]	Loss_D: 0.1891	Loss_G: 4.5880	D(x): 0.9211	D(G(z)): 0.0902 / 0.0158
[98/500][0/12]	Loss_D: 0.2184	Loss_G: 3.5729	D(x): 0.8835	D(G(z)): 0.0815 / 0.0456
[99/500][0/12]	Loss_D: 0.6510	Loss_G: 2.2179	D(x): 0.7262	D(G(z)): 0.1896 / 0.1623
[100/500][0/12]	Loss_D: 0.9271	Loss_G: 6.5801	D(x): 0.9510	D(G(z)): 0.5129 / 0.0031
[101/500][0/12]	Loss_D: 0.3220	Loss_G: 2.6868	D(x): 0.7985	D(G(z)): 0.0520 / 0.1113
[102/500][0/12]	Loss_D: 0.2390	Loss_G: 3.6754	D(x): 0.8802	D(G(z)): 0.0955 / 0.0347
[103/500][0/12]	Loss_D: 0.2790	Loss_G: 4.6243	D(x): 0.9545	D(G(z)): 0.1852 / 0.0152
[104/500][0/12]	Loss_D: 0.2262	Loss_G: 3.2444	D(x): 0.8498	D(G(z)): 0.0518 / 0.0572
[105/500][0/12]	Loss_D: 0.3122	Loss_G: 2.5719	D(x): 0.7680	D(G(z)): 0.0242 / 0.1104
[106/500][0/12]	Loss_D: 0.3155	Loss_G: 4.5598	D(x): 0.9627	D(G(z)): 0.2181 / 0.0149
[107/500][0/12]	Loss_D: 0.5606	Loss_G: 6.4961	D(x): 0.9874	D(G(z)): 0.3525 / 0.0030
[108/500][0/12]	Loss_D: 0.2096	Loss_G: 3.9975	D(x): 0.8943	D(G(z)): 0.0822 / 0.0310
[109/500][0/12]	Loss_D: 0.1889	Loss_G: 3.7186	D(x): 0.9524	D(G(z)): 0.1240 / 0.0329
[110/500][0/12]	Loss_D: 0.1462	Loss_G: 4.5796	D(x): 0.9440	D(G(z)): 0.0800 / 0.0192
[111/500][0/12]	Loss_D: 3.4644	Loss_G: 0.0253	D(x): 0.0719	D(G(z)): 0.0017 / 0.9760
[112/500][0/12]	Loss_D: 0.5501	Loss_G: 4.3345	D(x): 0.6555	D(G(z)): 0.0275 / 0.0521
[113/500][0/12]	Loss_D: 0.2926	Loss_G: 4.2856	D(x): 0.9415	D(G(z)): 0.1898 / 0.0192
[114/500][0/12]	Loss_D: 0.2278	Loss_G: 3.8917	D(x): 0.9069	D(G(z)): 0.1074 / 0.0310
[115/500][0/12]	Loss_D: 0.2121	Loss_G: 4.5061	D(x): 0.9615	D(G(z)): 0.1429 / 0.0181
[116/500][0/12]	Loss_D: 0.1772	Loss_G: 3.7912	D(x): 0.9372	D(G(z)): 0.0999 / 0.0307
[117/500][0/12]	Loss_D: 0.2049	Loss_G: 3.9054	D(x): 0.9270	D(G(z)): 0.1129 / 0.0275
[118/500][0/12]	Loss_D: 0.2775	Loss_G: 4.5077	D(x): 0.9644	D(G(z)): 0.1938 / 0.0155
[119/500][0/12]	Loss_D: 0.3252	Loss_G: 5.6259	D(x): 0.9645	D(G(z)): 0.2191 / 0.0054
[120/500][0/12]	Loss_D: 0.2675	Loss_G: 5.5774	D(x): 0.9520	D(G(z)): 0.1801 / 0.0056
[121/500][0/12]	Loss_D: 0.1829	Loss_G: 3.6795	D(x): 0.8793	D(G(z)): 0.0429 / 0.0438
[122/500][0/12]	Loss_D: 0.1776	Loss_G: 4.5652	D(x): 0.9707	D(G(z)): 0.1282 / 0.0133
[123/500][0/12]	Loss_D: 0.1306	Loss_G: 4.3800	D(x): 0.9513	D(G(z)): 0.0723 / 0.0220
[124/500][0/12]	Loss_D: 0.1592	Loss_G: 4.7518	D(x): 0.9722	D(G(z)): 0.1115 / 0.0127
[125/500][0/12]	Loss_D: 0.3917	Loss_G: 7.5709	D(x): 0.9857	D(G(z)): 0.2814 / 0.0007
[126/500][0/12]	Loss_D: 1.6431	Loss_G: 6.8785	D(x): 0.9831	D(G(z)): 0.6578 / 0.0048
[127/500][0/12]	Loss_D: 0.4372	Loss_G: 5.0883	D(x): 0.9264	D(G(z)): 0.2294 / 0.0105
[128/500][0/12]	Loss_D: 0.2113	Loss_G: 3.7746	D(x): 0.9170	D(G(z)): 0.1004 / 0.0379
[129/500][0/12]	Loss_D: 0.1754	Loss_G: 3.7625	D(x): 0.9162	D(G(z)): 0.0747 / 0.0356
[130/500][0/12]	Loss_D: 0.1519	Loss_G: 4.5254	D(x): 0.9720	D(G(z)): 0.1069 / 0.0169
[131/500][0/12]	Loss_D: 0.1562	Loss_G: 3.6803	D(x): 0.9015	D(G(z)): 0.0453 / 0.0383
[132/500][0/12]	Loss_D: 0.1146	Loss_G: 3.9974	D(x): 0.9547	D(G(z)): 0.0633 / 0.0262
[133/500][0/12]	Loss_D: 0.1196	Loss_G: 3.7269	D(x): 0.9216	D(G(z)): 0.0354 / 0.0321
[134/500][0/12]	Loss_D: 0.1956	Loss_G: 5.0217	D(x): 0.9852	D(G(z)): 0.1568 / 0.0094
[135/500][0/12]	Loss_D: 0.2761	Loss_G: 5.7086	D(x): 0.9834	D(G(z)): 0.2080 / 0.0046
[136/500][0/12]	Loss_D: 0.1096	Loss_G: 3.9722	D(x): 0.9403	D(G(z)): 0.0444 / 0.0280
[137/500][0/12]	Loss_D: 0.5509	Loss_G: 8.6787	D(x): 0.9920	D(G(z)): 0.3739 / 0.0002
[138/500][0/12]	Loss_D: 0.6200	Loss_G: 3.4238	D(x): 0.7475	D(G(z)): 0.1961 / 0.0535
[139/500][0/12]	Loss_D: 0.2616	Loss_G: 4.2242	D(x): 0.8904	D(G(z)): 0.1171 / 0.0238
[140/500][0/12]	Loss_D: 0.2217	Loss_G: 4.4703	D(x): 0.9724	D(G(z)): 0.1617 / 0.0171
[141/500][0/12]	Loss_D: 0.1457	Loss_G: 3.9993	D(x): 0.9552	D(G(z)): 0.0864 / 0.0242
[142/500][0/12]	Loss_D: 0.1569	Loss_G: 4.4699	D(x): 0.9751	D(G(z)): 0.1175 / 0.0144
[143/500][0/12]	Loss_D: 0.1059	Loss_G: 4.0741	D(x): 0.9354	D(G(z)): 0.0358 / 0.0273
[144/500][0/12]	Loss_D: 0.1352	Loss_G: 3.9917	D(x): 0.9629	D(G(z)): 0.0893 / 0.0248
[145/500][0/12]	Loss_D: 0.1013	Loss_G: 4.1103	D(x): 0.9728	D(G(z)): 0.0691 / 0.0216
[146/500][0/12]	Loss_D: 0.1938	Loss_G: 4.6092	D(x): 0.9868	D(G(z)): 0.1455 / 0.0134
[147/500][0/12]	Loss_D: 0.1719	Loss_G: 4.7400	D(x): 0.9811	D(G(z)): 0.1304 / 0.0111
[148/500][0/12]	Loss_D: 0.1224	Loss_G: 4.0721	D(x): 0.9840	D(G(z)): 0.0976 / 0.0228
[149/500][0/12]	Loss_D: 0.1034	Loss_G: 4.1531	D(x): 0.9705	D(G(z)): 0.0685 / 0.0236
[150/500][0/12]	Loss_D: 0.0747	Loss_G: 4.3629	D(x): 0.9642	D(G(z)): 0.0369 / 0.0166
[151/500][0/12]	Loss_D: 0.1359	Loss_G: 4.8678	D(x): 0.9811	D(G(z)): 0.1041 / 0.0097
[152/500][0/12]	Loss_D: 0.1328	Loss_G: 4.6963	D(x): 0.9880	D(G(z)): 0.1070 / 0.0115
[153/500][0/12]	Loss_D: 0.0900	Loss_G: 3.6954	D(x): 0.9466	D(G(z)): 0.0334 / 0.0364
[154/500][0/12]	Loss_D: 0.0927	Loss_G: 4.2225	D(x): 0.9628	D(G(z)): 0.0511 / 0.0189
[155/500][0/12]	Loss_D: 0.0772	Loss_G: 4.1234	D(x): 0.9774	D(G(z)): 0.0515 / 0.0226
[156/500][0/12]	Loss_D: 0.2614	Loss_G: 7.2696	D(x): 0.9925	D(G(z)): 0.2049 / 0.0010
[157/500][0/12]	Loss_D: 1.0376	Loss_G: 4.9783	D(x): 0.7783	D(G(z)): 0.3928 / 0.0155
[158/500][0/12]	Loss_D: 0.4494	Loss_G: 5.0711	D(x): 0.9007	D(G(z)): 0.2395 / 0.0101
[159/500][0/12]	Loss_D: 0.1704	Loss_G: 4.6539	D(x): 0.9682	D(G(z)): 0.1180 / 0.0132
[160/500][0/12]	Loss_D: 0.1019	Loss_G: 4.8954	D(x): 0.9593	D(G(z)): 0.0561 / 0.0131
[161/500][0/12]	Loss_D: 0.1195	Loss_G: 4.0584	D(x): 0.9156	D(G(z)): 0.0279 / 0.0283
[162/500][0/12]	Loss_D: 0.1271	Loss_G: 4.2047	D(x): 0.9527	D(G(z)): 0.0703 / 0.0219
[163/500][0/12]	Loss_D: 0.1066	Loss_G: 4.3711	D(x): 0.9419	D(G(z)): 0.0425 / 0.0208
[164/500][0/12]	Loss_D: 0.0939	Loss_G: 4.0197	D(x): 0.9646	D(G(z)): 0.0546 / 0.0243
[165/500][0/12]	Loss_D: 0.0894	Loss_G: 3.8401	D(x): 0.9622	D(G(z)): 0.0482 / 0.0285
[166/500][0/12]	Loss_D: 0.1199	Loss_G: 4.6017	D(x): 0.9836	D(G(z)): 0.0927 / 0.0142
[167/500][0/12]	Loss_D: 0.0997	Loss_G: 4.2402	D(x): 0.9572	D(G(z)): 0.0510 / 0.0225
[168/500][0/12]	Loss_D: 0.0777	Loss_G: 4.2679	D(x): 0.9769	D(G(z)): 0.0513 / 0.0204
[169/500][0/12]	Loss_D: 0.0651	Loss_G: 4.2027	D(x): 0.9766	D(G(z)): 0.0397 / 0.0216
[170/500][0/12]	Loss_D: 0.0898	Loss_G: 4.2658	D(x): 0.9641	D(G(z)): 0.0486 / 0.0209
[171/500][0/12]	Loss_D: 0.0879	Loss_G: 4.1562	D(x): 0.9696	D(G(z)): 0.0537 / 0.0229
[172/500][0/12]	Loss_D: 0.0882	Loss_G: 4.5272	D(x): 0.9820	D(G(z)): 0.0656 / 0.0132
[173/500][0/12]	Loss_D: 0.1198	Loss_G: 4.6254	D(x): 0.9894	D(G(z)): 0.0998 / 0.0122
[174/500][0/12]	Loss_D: 0.1006	Loss_G: 4.8057	D(x): 0.9830	D(G(z)): 0.0770 / 0.0110
[175/500][0/12]	Loss_D: 0.0658	Loss_G: 4.4416	D(x): 0.9865	D(G(z)): 0.0495 / 0.0157
[176/500][0/12]	Loss_D: 0.0629	Loss_G: 4.3969	D(x): 0.9744	D(G(z)): 0.0352 / 0.0185
